"Div","HomeTeam","AwayTeam","FTHG","FTAG"
"P1","Nacional","Maritimo",2,0
"P1","Rio Ave","Olhanense",1,2
"P1","Sp Lisbon","Gil Vicente",2,0
"P1","Arouca","Benfica",0,2
"P1","Sp Braga","Porto",1,3
"P1","Estoril","Pacos Ferreira",1,0
"P1","Guimaraes","Arouca",2,3
"P1","Belenenses","Sp Lisbon",0,1
"P1","Benfica","Olhanense",2,0
"P1","Gil Vicente","Estoril",0,0
"P1","Maritimo","Academica",3,1
"P1","Pacos Ferreira","Nacional",0,5
"P1","Porto","Rio Ave",3,0
"P1","Setubal","Sp Braga",1,1
"P1","Nacional","Sp Lisbon",1,1
"P1","Academica","Guimaraes",0,0
"P1","Arouca","Gil Vicente",1,0
"P1","Benfica","Setubal",1,1
"P1","Estoril","Belenenses",1,1
"P1","Olhanense","Porto",2,1
"P1","Rio Ave","Pacos Ferreira",0,0
"P1","Sp Braga","Maritimo",1,1
"P1","Belenenses","Arouca",1,0
"P1","Guimaraes","Sp Braga",1,0
"P1","Pacos Ferreira","Academica",2,4
"P1","Porto","Benfica",2,1
"P1","Setubal","Olhanense",3,1
"P1","Gil Vicente","Nacional",1,0
"P1","Maritimo","Rio Ave",1,0
"P1","Sp Lisbon","Estoril",0,1
"SC0","Partick","Dundee United",0,0
"SC0","Aberdeen","Kilmarnock",2,1
"SC0","Celtic","Ross County",2,1
"SC0","Inverness C","St Mirren",3,0
"SC0","Hibernian","Motherwell",0,1
"SC0","St Johnstone","Hearts",1,0
"SC0","Dundee United","Inverness C",0,1
"SC0","Ross County","Partick",1,3
"SC0","Hearts","Hibernian",1,0
"SC0","Kilmarnock","St Johnstone",0,0
"SC0","Motherwell","Aberdeen",1,3
"SC0","Partick","Hearts",1,1
"SC0","Aberdeen","Celtic",0,2
"SC0","Hibernian","Dundee United",1,1
"SC0","Inverness C","Motherwell",2,0
"SC0","St Johnstone","Ross County",4,0
"SC0","St Mirren","Kilmarnock",1,1
"SC0","Celtic","Inverness C",2,2
"SC0","Dundee United","St Johnstone",4,0
"SC0","Hearts","Aberdeen",2,1
"SC0","Kilmarnock","Hibernian",1,2
"SC0","Motherwell","Partick",1,0
"SC0","Ross County","St Mirren",3,0
"SC0","Aberdeen","St Johnstone",0,0
"SC0","Dundee United","Celtic",0,1
"SC0","Hibernian","Ross County",0,0
"SC0","Inverness C","Hearts",2,0
"SC0","Motherwell","Kilmarnock",2,1
"SC0","St Mirren","Partick",1,2
"SC0","Hearts","Celtic",1,3
"SC0","Kilmarnock","Inverness C",1,2
"SC0","Partick","Aberdeen",0,3
"SC0","St Johnstone","Hibernian",1,2
"SC0","St Mirren","Motherwell",0,1
"SC0","Ross County","Dundee United",2,4
"SC0","Aberdeen","Inverness C",1,0
"SC0","Celtic","St Johnstone",2,1
"SC0","Hibernian","St Mirren",2,0
"SC0","Partick","Kilmarnock",1,1
"SC0","Ross County","Hearts",2,1
"SC0","Dundee United","Motherwell",2,2
"SC0","Hearts","Dundee United",0,0
"SC0","Inverness C","Hibernian",3,0
"SC0","Kilmarnock","Celtic",2,5
"SC0","Motherwell","Ross County",3,1
"SC0","St Johnstone","Partick",1,1
"SC0","St Mirren","Aberdeen",1,1
"SC0","Celtic","Motherwell",2,0
"SC0","Dundee United","Kilmarnock",1,0
"SC0","Hearts","St Mirren",0,2
"SC0","Ross County","Aberdeen",1,0
"SC0","St Johnstone","Inverness C",4,0
"SC0","Partick","Hibernian",0,1
"SC0","Aberdeen","Dundee United",1,0
"SC0","Hibernian","Celtic",1,1
"SC0","Kilmarnock","Ross County",2,0
"SC0","Motherwell","Hearts",2,1
"SC0","St Mirren","St Johnstone",4,3
"SC0","Inverness C","Partick",1,2
"SC0","Dundee United","St Mirren",4,0
"SC0","Hibernian","Aberdeen",0,2
"SC0","Kilmarnock","Hearts",2,0
"SC0","Partick","Celtic",1,2
"SC0","St Johnstone","Motherwell",2,0
"SC0","Celtic","Dundee United",1,1
"SC0","Hearts","St Johnstone",0,2
"SC0","Inverness C","Kilmarnock",2,1
"SC0","Motherwell","Hibernian",1,0
"SC0","Aberdeen","Partick",4,0
"SC0","Aberdeen","Hearts",1,3
"SC0","Hibernian","Inverness C",0,2
"SC0","Motherwell","Dundee United",0,4
"SC0","Partick","St Mirren",0,3
"SC0","Ross County","Celtic",1,4
"SC0","St Johnstone","Kilmarnock",3,1
"SC0","St Mirren","Ross County",2,1
"SC0","Celtic","Aberdeen",3,1
"SC0","Dundee United","Partick",4,1
"SC0","Hearts","Ross County",2,2
"SC0","Inverness C","St Johnstone",1,0
"SC0","Kilmarnock","Motherwell",0,2
"SC0","St Mirren","Hibernian",0,0
"SC0","Motherwell","Celtic",0,5
"SC0","Dundee United","Hearts",4,1
"SC0","Hibernian","Partick",1,1
"SC0","Ross County","Kilmarnock",1,2
"SC0","St Johnstone","Aberdeen",0,2
"SC0","St Mirren","Inverness C",0,0
"SC0","Aberdeen","St Mirren",2,0
"SC0","Celtic","Hibernian",1,0
"SC0","Hearts","Inverness C",0,2
"SC0","Kilmarnock","Dundee United",1,4
"SC0","Ross County","Motherwell",1,2
"SC0","Celtic","Hearts",2,0
"SC0","Dundee United","Ross County",1,0
"SC0","Hibernian","St Johnstone",0,0
"SC0","Inverness C","Aberdeen",3,4
"SC0","Kilmarnock","Partick",2,1
"SC0","Motherwell","St Mirren",3,0
"SC0","Aberdeen","Motherwell",0,1
"SC0","Hearts","Kilmarnock",0,4
"SC0","Partick","Inverness C",0,0
"SC0","Ross County","Hibernian",0,2
"SC0","St Johnstone","Celtic",0,1
"SC0","St Mirren","Dundee United",4,1
"SC0","Aberdeen","Ross County",1,0
"SC0","Hibernian","Kilmarnock",3,0
"SC0","Inverness C","Celtic",0,1
"SC0","Partick","Motherwell",1,5
"SC0","St Johnstone","Dundee United",3,0
"SC0","St Mirren","Hearts",1,1
"SC0","Celtic","Partick",1,0
"SC0","Dundee United","Aberdeen",1,2
"SC0","Inverness C","Ross County",1,2
"SC0","Motherwell","St Johnstone",4,0
"SC0","Hibernian","Hearts",2,1
"SC0","Kilmarnock","St Mirren",2,1
"SC0","Ross County","St Johnstone",1,0
"SC0","Dundee United","Hibernian",2,2
"SC0","Hearts","Partick",0,2
"SC0","Kilmarnock","Aberdeen",0,1
"SC0","St Mirren","Celtic",0,4
"SC0","Aberdeen","Hibernian",1,0
"SC0","Hearts","Motherwell",0,1
"SC0","Partick","Ross County",3,3
"SC0","St Johnstone","St Mirren",2,0
"SC0","Inverness C","Dundee United",1,1
"SC0","Aberdeen","Inverness C",0,1
"SC0","Celtic","Motherwell",3,0
"SC0","Hibernian","St Mirren",2,3
"SC0","Ross County","Dundee United",3,0
"SC0","St Johnstone","Hearts",3,3
"SC0","Partick","St Johnstone",0,1
"SC0","Kilmarnock","Inverness C",2,0
"SC0","Motherwell","Aberdeen",2,2
"SC0","Ross County","Hearts",1,2
"SC0","St Mirren","Partick",0,0
"SC0","Hibernian","Celtic",0,4
"SC0","Celtic","Kilmarnock",4,0
"SC0","Hearts","St Mirren",2,1
"SC0","Kilmarnock","Ross County",2,2
"SC0","Partick","Dundee United",1,1
"SC0","Celtic","St Mirren",1,0
"SC0","Dundee United","Kilmarnock",3,2
"SC0","Hibernian","Ross County",2,1
"SC0","Inverness C","Hearts",0,0
"SC0","Motherwell","Partick",4,3
"SC0","St Mirren","Aberdeen",0,1
"SC0","Celtic","St Johnstone",3,0
"SC0","Dundee United","Motherwell",3,1
"SC0","Hearts","Celtic",0,2
"SC0","Kilmarnock","Hibernian",1,1
"SC0","Partick","Aberdeen",3,1
"SC0","Ross County","St Mirren",2,1
"SC0","St Johnstone","Inverness C",0,1
"SC0","Aberdeen","Celtic",2,1
"SC0","Ross County","Inverness C",0,3
"SC0","St Johnstone","Motherwell",3,0
"SC0","Hibernian","Dundee United",1,3
"SC0","Aberdeen","St Johnstone",1,0
"SC0","Celtic","Inverness C",5,0
"SC0","Motherwell","Hearts",4,1
"SC0","Ross County","Partick",1,1
"SC0","St Mirren","Kilmarnock",2,0
"SC0","Hibernian","Motherwell",3,3
"SC0","Kilmarnock","Hearts",4,2
"SC0","Dundee United","St Johnstone",0,1
"SC0","Inverness C","Hibernian",0,0
"SC0","Kilmarnock","Celtic",0,3
"SC0","Dundee United","St Mirren",3,2
"SC0","Partick","Hibernian",3,1
"SC0","St Johnstone","Ross County",0,1
"SC0","Motherwell","Inverness C",2,0
"SC0","Hearts","Dundee United",1,2
"SC0","Celtic","St Mirren",3,0
"SC0","Inverness C","Partick",1,0
"SC0","Motherwell","Ross County",2,1
"SC0","St Johnstone","Hibernian",2,0
"SC0","Ross County","Aberdeen",1,1
"SC0","St Mirren","St Johnstone",0,1
"SC0","Dundee United","Inverness C",2,1
"SC0","Partick","Celtic",1,5
"SC0","Aberdeen","Dundee United",1,1
"SC0","Celtic","Ross County",1,1
"SC0","Inverness C","St Mirren",2,2
"SC0","Motherwell","Kilmarnock",1,2
"SC0","Hearts","Hibernian",2,0
"SC0","Inverness C","Motherwell",1,2
"SC0","Hearts","Aberdeen",1,1
"SC0","Ross County","Inverness C",1,2
"SC0","Dundee United","Celtic",0,2
"SC0","Kilmarnock","St Johnstone",1,2
"SC0","Partick","Hearts",2,4
"SC0","St Mirren","Motherwell",3,2
"SC0","Inverness C","Aberdeen",0,0
"SC0","Hearts","Ross County",2,0
"SC0","Kilmarnock","Partick",1,2
"SC0","Motherwell","Celtic",3,3
"SC0","St Johnstone","Dundee United",2,0
"SC0","St Mirren","Hibernian",2,0
"SC0","Partick","St Mirren",1,1
"SC0","Aberdeen","St Johnstone",1,1
"SC0","Dundee United","Motherwell",5,1
"SC0","Ross County","Kilmarnock",2,1
"SC0","Celtic","Inverness C",6,0
"SC0","Hibernian","Hearts",1,2
"SC0","Celtic","Aberdeen",5,2
"SC0","Motherwell","St Johnstone",2,1
"SC0","St Mirren","Ross County",1,0
"SC0","Hearts","Kilmarnock",5,0
"SC0","Dundee United","Aberdeen",1,3
"SC0","Ross County","Hibernian",1,0
"SC0","Hearts","Partick",2,4
"SC0","Kilmarnock","St Mirren",1,0
"SC0","Motherwell","Inverness C",2,1
"SC0","St Johnstone","Celtic",3,3
"SC0","Hibernian","Kilmarnock",0,1
"SC0","Partick","Ross County",2,3
"SC0","Celtic","Dundee United",3,1
"SC0","Inverness C","St Johnstone",2,0
"SC1","Alloa","Livingston",1,0
"SC1","Dumbarton","Falkirk",1,1
"SC1","Morton","Cowdenbeath",2,0
"SC1","Queen of Sth","Dundee",4,3
"SC1","Raith Rvs","Hamilton",0,1
"SC1","Cowdenbeath","Raith Rvs",3,4
"SC1","Dundee","Alloa",1,0
"SC1","Falkirk","Morton",3,1
"SC1","Hamilton","Dumbarton",4,1
"SC1","Livingston","Queen of Sth",3,3
"SC1","Alloa","Cowdenbeath",3,1
"SC1","Dumbarton","Morton",3,1
"SC1","Hamilton","Queen of Sth",2,0
"SC1","Livingston","Falkirk",0,3
"SC1","Raith Rvs","Dundee",0,0
"SC1","Dundee","Livingston",3,0
"SC1","Cowdenbeath","Dumbarton",3,2
"SC1","Falkirk","Hamilton",1,2
"SC1","Morton","Raith Rvs",1,1
"SC1","Queen of Sth","Alloa",0,0
"SC1","Alloa","Dumbarton",1,2
"SC1","Cowdenbeath","Falkirk",1,0
"SC1","Dundee","Hamilton",0,0
"SC1","Livingston","Morton",2,2
"SC1","Queen of Sth","Raith Rvs",0,1
"SC1","Dumbarton","Livingston",1,2
"SC1","Falkirk","Dundee",3,1
"SC1","Hamilton","Cowdenbeath",1,0
"SC1","Morton","Queen of Sth",0,2
"SC1","Raith Rvs","Alloa",4,2
"SC1","Alloa","Hamilton",1,0
"SC1","Dundee","Morton",3,1
"SC1","Livingston","Cowdenbeath",5,1
"SC1","Queen of Sth","Dumbarton",1,2
"SC1","Raith Rvs","Falkirk",1,1
"SC1","Cowdenbeath","Dundee",0,2
"SC1","Dumbarton","Raith Rvs",2,4
"SC1","Falkirk","Queen of Sth",2,1
"SC1","Hamilton","Livingston",2,0
"SC1","Morton","Alloa",0,2
"SC1","Alloa","Falkirk",0,0
"SC1","Dumbarton","Dundee",1,4
"SC1","Morton","Hamilton",1,1
"SC1","Queen of Sth","Cowdenbeath",1,1
"SC1","Cowdenbeath","Morton",5,1
"SC1","Dundee","Queen of Sth",2,1
"SC1","Falkirk","Dumbarton",1,2
"SC1","Hamilton","Raith Rvs",1,1
"SC1","Livingston","Alloa",3,2
"SC1","Alloa","Queen of Sth",0,3
"SC1","Dumbarton","Cowdenbeath",0,0
"SC1","Hamilton","Falkirk",2,0
"SC1","Livingston","Dundee",2,1
"SC1","Raith Rvs","Morton",2,1
"SC1","Raith Rvs","Livingston",1,0
"SC1","Cowdenbeath","Alloa",0,2
"SC1","Dundee","Raith Rvs",2,0
"SC1","Falkirk","Livingston",4,1
"SC1","Morton","Dumbarton",2,0
"SC1","Queen of Sth","Hamilton",0,1
"SC1","Alloa","Raith Rvs",1,0
"SC1","Cowdenbeath","Hamilton",2,4
"SC1","Dundee","Falkirk",1,1
"SC1","Livingston","Dumbarton",1,3
"SC1","Queen of Sth","Morton",2,0
"SC1","Falkirk","Cowdenbeath",4,0
"SC1","Hamilton","Dundee",0,3
"SC1","Morton","Livingston",1,5
"SC1","Raith Rvs","Queen of Sth",2,1
"SC1","Dumbarton","Alloa",1,1
"SC1","Cowdenbeath","Livingston",2,3
"SC1","Dumbarton","Queen of Sth",0,1
"SC1","Falkirk","Raith Rvs",3,1
"SC1","Hamilton","Alloa",0,1
"SC1","Morton","Dundee",1,2
"SC1","Alloa","Morton",2,0
"SC1","Dundee","Cowdenbeath",1,2
"SC1","Livingston","Hamilton",0,0
"SC1","Raith Rvs","Dumbarton",2,1
"SC1","Alloa","Dundee",0,1
"SC1","Dumbarton","Hamilton",2,1
"SC1","Morton","Falkirk",0,2
"SC1","Queen of Sth","Livingston",2,2
"SC1","Raith Rvs","Cowdenbeath",3,3
"SC1","Cowdenbeath","Queen of Sth",0,2
"SC1","Dundee","Dumbarton",3,0
"SC1","Falkirk","Alloa",0,0
"SC1","Hamilton","Morton",1,0
"SC1","Livingston","Raith Rvs",3,0
"SC1","Alloa","Cowdenbeath",0,1
"SC1","Raith Rvs","Dundee",0,2
"SC1","Dumbarton","Morton",2,0
"SC1","Hamilton","Queen of Sth",3,1
"SC1","Livingston","Falkirk",0,1
"SC1","Cowdenbeath","Dumbarton",2,4
"SC1","Dundee","Livingston",0,1
"SC1","Falkirk","Hamilton",0,0
"SC1","Morton","Raith Rvs",0,0
"SC1","Queen of Sth","Alloa",3,1
"SC1","Alloa","Dumbarton",1,5
"SC1","Cowdenbeath","Falkirk",0,2
"SC1","Livingston","Morton",0,1
"SC1","Queen of Sth","Raith Rvs",1,0
"SC1","Falkirk","Dundee",2,0
"SC1","Hamilton","Cowdenbeath",3,4
"SC1","Morton","Queen of Sth",1,1
"SC1","Cowdenbeath","Raith Rvs",1,0
"SC1","Dundee","Alloa",1,1
"SC1","Falkirk","Morton",1,1
"SC1","Hamilton","Dumbarton",3,3
"SC1","Livingston","Queen of Sth",1,2
"SC1","Dumbarton","Livingston",2,2
"SC1","Dundee","Hamilton",1,0
"SC1","Queen of Sth","Falkirk",2,0
"SC1","Alloa","Livingston",0,3
"SC1","Dumbarton","Falkirk",2,1
"SC1","Morton","Cowdenbeath",1,1
"SC1","Queen of Sth","Dundee",0,1
"SC1","Raith Rvs","Hamilton",2,4
"SC1","Cowdenbeath","Dundee",2,0
"SC1","Dumbarton","Raith Rvs",3,3
"SC1","Falkirk","Queen of Sth",1,0
"SC1","Morton","Alloa",0,1
"SC1","Raith Rvs","Alloa",1,1
"SC1","Alloa","Hamilton",0,3
"SC1","Dundee","Morton",2,0
"SC1","Livingston","Cowdenbeath",1,0
"SC1","Queen of Sth","Dumbarton",3,1
"SC1","Raith Rvs","Falkirk",2,4
"SC1","Cowdenbeath","Alloa",2,2
"SC1","Falkirk","Livingston",1,1
"SC1","Queen of Sth","Hamilton",1,1
"SC1","Alloa","Queen of Sth",0,1
"SC1","Dumbarton","Cowdenbeath",5,1
"SC1","Hamilton","Falkirk",3,1
"SC1","Livingston","Dundee",0,2
"SC1","Dundee","Raith Rvs",0,0
"SC1","Alloa","Falkirk",3,0
"SC1","Dumbarton","Dundee",0,1
"SC1","Morton","Hamilton",3,4
"SC1","Queen of Sth","Cowdenbeath",2,1
"SC1","Raith Rvs","Livingston",2,4
"SC1","Cowdenbeath","Morton",3,0
"SC1","Dundee","Queen of Sth",1,0
"SC1","Falkirk","Dumbarton",2,0
"SC1","Hamilton","Raith Rvs",3,2
"SC1","Livingston","Alloa",2,0
"SC1","Alloa","Raith Rvs",0,1
"SC1","Cowdenbeath","Hamilton",1,1
"SC1","Dundee","Falkirk",0,1
"SC1","Livingston","Dumbarton",1,2
"SC1","Queen of Sth","Morton",3,0
"SC1","Morton","Dumbarton",3,0
"SC1","Dumbarton","Alloa",4,1
"SC1","Falkirk","Cowdenbeath",5,0
"SC1","Hamilton","Dundee",1,1
"SC1","Morton","Livingston",2,0
"SC1","Dundee","Cowdenbeath",4,0
"SC1","Livingston","Hamilton",1,1
"SC1","Queen of Sth","Falkirk",1,2
"SC1","Raith Rvs","Dumbarton",1,3
"SC1","Raith Rvs","Queen of Sth",3,2
"SC1","Cowdenbeath","Livingston",4,0
"SC1","Dumbarton","Queen of Sth",0,3
"SC1","Falkirk","Raith Rvs",2,1
"SC1","Hamilton","Alloa",2,1
"SC1","Morton","Dundee",1,0
"SC1","Alloa","Dundee",0,3
"SC1","Dumbarton","Hamilton",4,1
"SC1","Morton","Falkirk",1,1
"SC1","Queen of Sth","Livingston",2,0
"SC1","Raith Rvs","Cowdenbeath",1,2
"SC1","Cowdenbeath","Queen of Sth",1,1
"SC1","Dundee","Dumbarton",2,1
"SC1","Falkirk","Alloa",3,1
"SC1","Hamilton","Morton",10,2
"SC1","Livingston","Raith Rvs",2,0
"SC2","Arbroath","Ayr",0,3
"SC2","East Fife","Dunfermline",0,1
"SC2","Forfar","Airdrie Utd",3,3
"SC2","Rangers","Brechin",4,1
"SC2","Stenhousemuir","Stranraer",1,0
"SC2","Airdrie Utd","Stenhousemuir",0,1
"SC2","Ayr","Forfar",2,0
"SC2","Brechin","East Fife",2,0
"SC2","Dunfermline","Arbroath",2,3
"SC2","Stranraer","Rangers",0,3
"SC2","Airdrie Utd","Rangers",0,6
"SC2","Brechin","Forfar",2,1
"SC2","East Fife","Arbroath",2,1
"SC2","Stenhousemuir","Dunfermline",4,5
"SC2","Stranraer","Ayr",1,1
"SC2","Arbroath","Brechin",2,1
"SC2","Ayr","Airdrie Utd",2,2
"SC2","Dunfermline","Stranraer",3,1
"SC2","Forfar","Stenhousemuir",1,2
"SC2","Rangers","East Fife",5,0
"SC2","Airdrie Utd","Stranraer",3,2
"SC2","Brechin","Dunfermline",1,1
"SC2","East Fife","Forfar",1,3
"SC2","Rangers","Arbroath",5,1
"SC2","Stenhousemuir","Ayr",1,1
"SC2","Arbroath","Stenhousemuir",3,4
"SC2","Ayr","Brechin",2,2
"SC2","Dunfermline","Airdrie Utd",2,1
"SC2","Stranraer","East Fife",2,0
"SC2","Forfar","Rangers",0,1
"SC2","Arbroath","Forfar",3,0
"SC2","Brechin","Stranraer",1,1
"SC2","Dunfermline","Ayr",5,1
"SC2","East Fife","Airdrie Utd",1,0
"SC2","Rangers","Stenhousemuir",8,0
"SC2","Airdrie Utd","Brechin",3,1
"SC2","Forfar","Dunfermline",4,0
"SC2","Stenhousemuir","East Fife",1,1
"SC2","Stranraer","Arbroath",3,2
"SC2","Ayr","Rangers",0,2
"SC2","Arbroath","Airdrie Utd",3,2
"SC2","East Fife","Ayr",1,4
"SC2","Forfar","Stranraer",1,2
"SC2","Stenhousemuir","Brechin",3,2
"SC2","Airdrie Utd","Forfar",0,2
"SC2","Ayr","Arbroath",2,0
"SC2","Brechin","Rangers",3,4
"SC2","Dunfermline","East Fife",1,2
"SC2","Stranraer","Stenhousemuir",1,0
"SC2","Airdrie Utd","Ayr",0,1
"SC2","Brechin","Arbroath",3,1
"SC2","East Fife","Rangers",0,4
"SC2","Stenhousemuir","Forfar",1,1
"SC2","Stranraer","Dunfermline",1,2
"SC2","Rangers","Dunfermline",3,1
"SC2","Arbroath","East Fife",2,2
"SC2","Dunfermline","Stenhousemuir",3,2
"SC2","Forfar","Brechin",2,0
"SC2","Rangers","Airdrie Utd",2,0
"SC2","Ayr","Stranraer",3,6
"SC2","Airdrie Utd","Dunfermline",0,3
"SC2","Brechin","Ayr",1,1
"SC2","East Fife","Stranraer",1,2
"SC2","Stenhousemuir","Arbroath",3,2
"SC2","Ayr","Stenhousemuir",4,3
"SC2","Dunfermline","Brechin",3,1
"SC2","Forfar","East Fife",2,0
"SC2","Stranraer","Airdrie Utd",3,1
"SC2","Arbroath","Rangers",0,3
"SC2","Rangers","Forfar",6,1
"SC2","Arbroath","Stranraer",1,2
"SC2","Dunfermline","Forfar",1,1
"SC2","East Fife","Stenhousemuir",1,0
"SC2","Rangers","Ayr",3,0
"SC2","Airdrie Utd","East Fife",1,3
"SC2","Ayr","Dunfermline",2,4
"SC2","Forfar","Arbroath",1,1
"SC2","Stranraer","Brechin",3,0
"SC2","Brechin","Airdrie Utd",4,3
"SC2","Arbroath","Dunfermline",0,3
"SC2","East Fife","Brechin",1,3
"SC2","Forfar","Ayr",0,1
"SC2","Stenhousemuir","Airdrie Utd",1,1
"SC2","Rangers","Stranraer",1,1
"SC2","Airdrie Utd","Arbroath",2,1
"SC2","Ayr","East Fife",2,0
"SC2","Brechin","Stenhousemuir",0,1
"SC2","Dunfermline","Rangers",0,4
"SC2","Airdrie Utd","Rangers",0,1
"SC2","Brechin","Forfar",1,5
"SC2","East Fife","Arbroath",1,0
"SC2","Stenhousemuir","Dunfermline",1,2
"SC2","Stranraer","Ayr",4,0
"SC2","Stenhousemuir","Rangers",0,2
"SC2","Arbroath","Brechin",0,1
"SC2","Ayr","Airdrie Utd",3,0
"SC2","Dunfermline","Stranraer",3,2
"SC2","Forfar","Stenhousemuir",3,0
"SC2","Rangers","East Fife",2,0
"SC2","Arbroath","Stenhousemuir",2,1
"SC2","Ayr","Brechin",1,3
"SC2","Dunfermline","Airdrie Utd",0,1
"SC2","Forfar","Rangers",0,2
"SC2","Airdrie Utd","Stranraer",1,1
"SC2","Brechin","Dunfermline",3,2
"SC2","East Fife","Forfar",2,1
"SC2","Rangers","Arbroath",3,2
"SC2","Arbroath","Ayr",2,3
"SC2","East Fife","Dunfermline",1,3
"SC2","Forfar","Airdrie Utd",1,1
"SC2","Rangers","Brechin",2,1
"SC2","Stenhousemuir","Stranraer",1,1
"SC2","Brechin","East Fife",3,0
"SC2","Airdrie Utd","Brechin",2,1
"SC2","Forfar","Dunfermline",2,4
"SC2","Stranraer","Arbroath",1,1
"SC2","Arbroath","Forfar",2,3
"SC2","Brechin","Stranraer",1,3
"SC2","Dunfermline","Ayr",3,0
"SC2","East Fife","Airdrie Utd",0,0
"SC2","Rangers","Stenhousemuir",3,3
"SC2","Airdrie Utd","Stenhousemuir",1,1
"SC2","Dunfermline","Arbroath",3,0
"SC2","Stranraer","Rangers",0,2
"SC2","Airdrie Utd","Ayr",3,0
"SC2","Brechin","Arbroath",2,4
"SC2","East Fife","Rangers",0,1
"SC2","Stenhousemuir","Forfar",4,1
"SC2","Stranraer","Dunfermline",3,1
"SC2","Ayr","Forfar",2,3
"SC2","Arbroath","East Fife",2,1
"SC2","Ayr","Stranraer",5,0
"SC2","Dunfermline","Stenhousemuir",0,0
"SC2","Forfar","Brechin",1,1
"SC2","Stranraer","Forfar",0,4
"SC2","Rangers","Airdrie Utd",3,0
"SC2","Arbroath","Airdrie Utd",0,1
"SC2","East Fife","Ayr",0,5
"SC2","Forfar","Stranraer",1,0
"SC2","Rangers","Dunfermline",2,0
"SC2","Stenhousemuir","Brechin",4,2
"SC2","Airdrie Utd","Forfar",5,1
"SC2","Ayr","Arbroath",2,1
"SC2","Stranraer","Stenhousemuir",1,1
"SC2","Brechin","Rangers",1,2
"SC2","Arbroath","Rangers",1,2
"SC2","Ayr","Stenhousemuir",2,3
"SC2","Dunfermline","Brechin",2,1
"SC2","Forfar","East Fife",1,2
"SC2","Stranraer","Airdrie Utd",1,1
"SC2","Airdrie Utd","Dunfermline",2,0
"SC2","Brechin","Ayr",2,1
"SC2","East Fife","Stranraer",1,1
"SC2","Stenhousemuir","Arbroath",2,2
"SC2","Arbroath","Stranraer",4,2
"SC2","Brechin","Airdrie Utd",1,1
"SC2","Dunfermline","Forfar",0,0
"SC2","East Fife","Stenhousemuir",1,2
"SC2","Rangers","Forfar",3,0
"SC2","Airdrie Utd","East Fife",2,1
"SC2","Ayr","Dunfermline",1,1
"SC2","Forfar","Arbroath",0,2
"SC2","Stenhousemuir","Rangers",0,4
"SC2","Stranraer","Brechin",1,2
"SC2","Rangers","Ayr",2,1
"SC2","Arbroath","Dunfermline",1,2
"SC2","East Fife","Brechin",1,2
"SC2","Forfar","Ayr",4,2
"SC2","Rangers","Stranraer",3,0
"SC2","Stenhousemuir","Airdrie Utd",1,2
"SC2","Airdrie Utd","Arbroath",2,0
"SC2","Ayr","East Fife",4,1
"SC2","Brechin","Stenhousemuir",1,3
"SC2","Dunfermline","Rangers",1,1
"SC2","Stranraer","Forfar",3,1
"SC3","Clyde","Berwick",1,0
"SC3","Elgin","Albion Rvs",1,2
"SC3","Montrose","Stirling",1,2
"SC3","Peterhead","Annan Athletic",2,2
"SC3","Queens Park","East Stirling",1,3
"SC3","Albion Rvs","Clyde",3,0
"SC3","Annan Athletic","Montrose",2,1
"SC3","Berwick","Queens Park",4,0
"SC3","East Stirling","Elgin",3,0
"SC3","Stirling","Peterhead",2,0
"SC3","Annan Athletic","Albion Rvs",1,1
"SC3","Clyde","Queens Park",3,0
"SC3","Montrose","Berwick",1,1
"SC3","Peterhead","Elgin",2,2
"SC3","Stirling","East Stirling",1,3
"SC3","Albion Rvs","Montrose",0,2
"SC3","Berwick","Annan Athletic",4,2
"SC3","East Stirling","Peterhead",1,4
"SC3","Elgin","Clyde",1,0
"SC3","Queens Park","Stirling",0,2
"SC3","Albion Rvs","Berwick",0,2
"SC3","Clyde","East Stirling",1,2
"SC3","Elgin","Montrose",3,3
"SC3","Peterhead","Queens Park",2,1
"SC3","Stirling","Annan Athletic",0,2
"SC3","Annan Athletic","Clyde",1,2
"SC3","Berwick","Stirling",1,1
"SC3","East Stirling","Albion Rvs",1,4
"SC3","Montrose","Peterhead",2,1
"SC3","Queens Park","Elgin",3,3
"SC3","Albion Rvs","Peterhead",1,2
"SC3","Clyde","Montrose",0,3
"SC3","East Stirling","Berwick",1,0
"SC3","Elgin","Stirling",4,0
"SC3","Queens Park","Annan Athletic",2,5
"SC3","Berwick","Elgin",2,3
"SC3","Peterhead","Clyde",1,1
"SC3","Albion Rvs","Elgin",0,0
"SC3","Berwick","Clyde",0,1
"SC3","East Stirling","Queens Park",1,1
"SC3","Stirling","Montrose",3,1
"SC3","Clyde","Stirling",2,1
"SC3","Elgin","Annan Athletic",2,3
"SC3","Montrose","East Stirling",2,0
"SC3","Peterhead","Berwick",1,1
"SC3","Queens Park","Albion Rvs",1,1
"SC3","Annan Athletic","East Stirling",1,2
"SC3","Montrose","Queens Park",1,2
"SC3","Stirling","Albion Rvs",2,1
"SC3","Annan Athletic","Peterhead",2,0
"SC3","Albion Rvs","Annan Athletic",2,0
"SC3","East Stirling","Stirling",2,2
"SC3","Elgin","Peterhead",2,4
"SC3","Queens Park","Clyde",1,1
"SC3","Annan Athletic","Berwick",3,2
"SC3","Clyde","Elgin",2,1
"SC3","Montrose","Albion Rvs",2,1
